review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
92.0,9.0,8.0,10.0,8.0,10.0,9.0
92.0,9.0,9.0,10.0,9.0,9.0,9.0
95.0,10.0,9.0,10.0,10.0,10.0,9.0
97.0,10.0,9.0,9.0,9.0,9.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,9.0,10.0,10.0,10.0,10.0
94.0,9.0,9.0,10.0,10.0,10.0,9.0
93.0,10.0,10.0,10.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,9.0
92.0,10.0,10.0,10.0,9.0,9.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
95.0,10.0,10.0,10.0,10.0,10.0,10.0
92.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,9.0,9.0,10.0,10.0,9.0
91.0,9.0,9.0,10.0,10.0,9.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,9.0,9.0,10.0,10.0,9.0,9.0
100.0,9.0,9.0,10.0,10.0,9.0,9.0
93.0,10.0,9.0,10.0,10.0,9.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,9.0
80.0,8.0,8.0,8.0,8.0,9.0,8.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,9.0,9.0
87.0,9.0,9.0,9.0,9.0,10.0,9.0
100.0,10.0,10.0,8.0,10.0,7.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
60.0,6.0,8.0,10.0,10.0,10.0,4.0
96.0,10.0,9.0,10.0,10.0,9.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
95.0,10.0,10.0,10.0,10.0,10.0,9.0
93.0,10.0,9.0,10.0,10.0,9.0,9.0
100.0,8.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
92.0,9.0,9.0,9.0,9.0,9.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,8.0,8.0,10.0,10.0,10.0,8.0
95.0,10.0,9.0,10.0,10.0,10.0,10.0
90.0,9.0,10.0,10.0,10.0,9.0,10.0
92.0,9.0,9.0,10.0,9.0,10.0,9.0
100.0,10.0,9.0,10.0,10.0,9.0,9.0
95.0,10.0,8.0,10.0,9.0,10.0,10.0
96.0,10.0,9.0,10.0,10.0,9.0,9.0
91.0,9.0,9.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,8.0,10.0
96.0,10.0,9.0,10.0,10.0,10.0,9.0
92.0,10.0,9.0,10.0,10.0,9.0,9.0
87.0,9.0,10.0,9.0,10.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,9.0
87.0,9.0,9.0,10.0,9.0,10.0,8.0
80.0,10.0,8.0,8.0,8.0,10.0,10.0
86.0,9.0,10.0,9.0,9.0,9.0,9.0
100.0,10.0,9.0,10.0,10.0,9.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
80.0,7.0,8.0,7.0,8.0,8.0,8.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
89.0,9.0,9.0,10.0,10.0,9.0,9.0
96.0,10.0,9.0,10.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
89.0,9.0,9.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,9.0
93.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,9.0,10.0,10.0,10.0,10.0
95.0,10.0,10.0,10.0,10.0,10.0,10.0
95.0,10.0,9.0,10.0,10.0,10.0,9.0
93.0,9.0,7.0,9.0,9.0,8.0,9.0
93.0,9.0,9.0,10.0,10.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,9.0
91.0,10.0,9.0,10.0,10.0,10.0,9.0
92.0,10.0,9.0,10.0,10.0,9.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
92.0,10.0,10.0,10.0,10.0,10.0,10.0
92.0,9.0,8.0,10.0,10.0,10.0,10.0
95.0,10.0,8.0,10.0,10.0,9.0,9.0
97.0,10.0,9.0,10.0,10.0,10.0,10.0
95.0,10.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,8.0
92.0,10.0,10.0,10.0,10.0,9.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
98.0,10.0,9.0,10.0,10.0,10.0,9.0
91.0,10.0,9.0,10.0,10.0,9.0,9.0
95.0,10.0,9.0,10.0,10.0,10.0,9.0
91.0,9.0,8.0,10.0,10.0,10.0,9.0
94.0,10.0,10.0,10.0,10.0,9.0,9.0
90.0,9.0,9.0,10.0,10.0,10.0,9.0
88.0,9.0,9.0,9.0,9.0,10.0,9.0
94.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
90.0,9.0,9.0,10.0,10.0,10.0,9.0
95.0,10.0,10.0,10.0,10.0,10.0,9.0
93.0,9.0,10.0,10.0,10.0,9.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
91.0,10.0,9.0,10.0,10.0,10.0,9.0
60.0,7.0,7.0,10.0,7.0,8.0,7.0
95.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,10.0,9.0,10.0,10.0,10.0,9.0
95.0,10.0,10.0,10.0,10.0,9.0,9.0
98.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,9.0,9.0,10.0,10.0,10.0,10.0
80.0,8.0,8.0,8.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,9.0,10.0,10.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,10.0,10.0,9.0,10.0,10.0,10.0
90.0,9.0,9.0,10.0,10.0,10.0,9.0
80.0,9.0,8.0,9.0,8.0,9.0,8.0
89.0,10.0,10.0,10.0,10.0,10.0,10.0
90.0,10.0,9.0,10.0,10.0,10.0,9.0
94.0,10.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,9.0,10.0,10.0,10.0,9.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
87.0,9.0,8.0,9.0,9.0,8.0,9.0
100.0,10.0,10.0,10.0,10.0,9.0,10.0
97.0,9.0,8.0,10.0,10.0,9.0,9.0
95.0,10.0,10.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,10.0,10.0,10.0,9.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
97.0,10.0,9.0,10.0,10.0,10.0,10.0
92.0,9.0,10.0,10.0,10.0,9.0,9.0
97.0,10.0,9.0,10.0,10.0,10.0,9.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
91.0,9.0,10.0,10.0,10.0,10.0,9.0
86.0,8.0,7.0,9.0,9.0,10.0,8.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,9.0,10.0,10.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
92.0,10.0,10.0,10.0,10.0,10.0,9.0
94.0,9.0,9.0,9.0,9.0,9.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,10.0,9.0,10.0,9.0,9.0
80.0,8.0,7.0,9.0,8.0,10.0,8.0
100.0,10.0,8.0,10.0,10.0,9.0,10.0
93.0,9.0,9.0,10.0,9.0,10.0,9.0
93.0,10.0,9.0,10.0,10.0,10.0,9.0
100.0,9.0,8.0,10.0,8.0,9.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,9.0,10.0,10.0,10.0
97.0,10.0,9.0,10.0,10.0,10.0,9.0
88.0,9.0,9.0,10.0,10.0,9.0,9.0
70.0,8.0,2.0,8.0,8.0,10.0,6.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
80.0,9.0,7.0,9.0,9.0,8.0,7.0
96.0,10.0,10.0,10.0,9.0,10.0,9.0
80.0,8.0,6.0,8.0,6.0,10.0,6.0
94.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,10.0,9.0
92.0,9.0,9.0,10.0,10.0,10.0,9.0
85.0,10.0,7.0,9.0,10.0,9.0,8.0
100.0,10.0,10.0,10.0,10.0,10.0,8.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
90.0,9.0,9.0,10.0,10.0,9.0,9.0
92.0,10.0,9.0,10.0,10.0,10.0,9.0
74.0,8.0,6.0,9.0,9.0,9.0,7.0
85.0,8.0,8.0,10.0,10.0,9.0,8.0
97.0,10.0,10.0,9.0,9.0,10.0,10.0
100.0,8.0,8.0,10.0,10.0,8.0,8.0
100.0,10.0,9.0,10.0,10.0,10.0,10.0
92.0,10.0,9.0,9.0,10.0,10.0,9.0
90.0,9.0,9.0,10.0,10.0,10.0,9.0
100.0,9.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
87.0,9.0,9.0,9.0,9.0,9.0,9.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
90.0,10.0,10.0,10.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,8.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
90.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,10.0,9.0,10.0,10.0,9.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
94.0,10.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,9.0,10.0,10.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
80.0,8.0,6.0,10.0,10.0,6.0,8.0
98.0,10.0,9.0,10.0,10.0,10.0,10.0
90.0,9.0,8.0,10.0,9.0,10.0,10.0
93.0,10.0,9.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,10.0,9.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,9.0,9.0,9.0,9.0,10.0,9.0
96.0,10.0,9.0,10.0,9.0,10.0,9.0
100.0,8.0,6.0,10.0,10.0,10.0,8.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
80.0,8.0,7.0,10.0,9.0,10.0,7.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,9.0,10.0,10.0,10.0,10.0
94.0,10.0,9.0,10.0,10.0,10.0,10.0
92.0,9.0,9.0,10.0,10.0,10.0,9.0
92.0,10.0,9.0,10.0,10.0,10.0,9.0
95.0,10.0,9.0,10.0,10.0,10.0,10.0
95.0,10.0,9.0,10.0,10.0,10.0,9.0
93.0,9.0,10.0,10.0,10.0,9.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
95.0,10.0,9.0,10.0,10.0,10.0,10.0
85.0,8.0,6.0,9.0,10.0,10.0,9.0
93.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
92.0,9.0,9.0,10.0,10.0,9.0,9.0
96.0,10.0,9.0,10.0,10.0,10.0,9.0
91.0,9.0,9.0,10.0,10.0,10.0,9.0
91.0,9.0,9.0,9.0,9.0,10.0,9.0
100.0,10.0,9.0,10.0,9.0,9.0,10.0
78.0,8.0,8.0,10.0,9.0,9.0,8.0
96.0,10.0,9.0,10.0,10.0,10.0,9.0
90.0,9.0,9.0,9.0,9.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,9.0
89.0,9.0,8.0,9.0,9.0,9.0,8.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,8.0,10.0
80.0,7.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
90.0,9.0,9.0,10.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
90.0,9.0,8.0,10.0,9.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,8.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,9.0
92.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,10.0,9.0,9.0,9.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,9.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
90.0,10.0,10.0,9.0,10.0,9.0,8.0
91.0,9.0,8.0,10.0,10.0,10.0,9.0
88.0,9.0,8.0,10.0,10.0,8.0,9.0
89.0,10.0,9.0,10.0,10.0,10.0,9.0
88.0,9.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
89.0,9.0,8.0,8.0,10.0,9.0,9.0
100.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,9.0,10.0,10.0,10.0,10.0,9.0
93.0,10.0,9.0,10.0,10.0,9.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,9.0,9.0,10.0,10.0,9.0,10.0
92.0,10.0,10.0,10.0,10.0,10.0,10.0
91.0,9.0,9.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,9.0
90.0,9.0,9.0,10.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
86.0,9.0,9.0,10.0,10.0,9.0,8.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,9.0,9.0,10.0,10.0,10.0,8.0
98.0,10.0,10.0,10.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
95.0,10.0,10.0,10.0,10.0,10.0,9.0
95.0,9.0,9.0,10.0,10.0,10.0,9.0
87.0,8.0,6.0,9.0,10.0,10.0,8.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,9.0,10.0,10.0,10.0,9.0
67.0,7.0,6.0,8.0,8.0,8.0,7.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
80.0,10.0,10.0,10.0,10.0,9.0,8.0
93.0,10.0,9.0,10.0,10.0,10.0,9.0
75.0,9.0,7.0,9.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,9.0,9.0
94.0,10.0,10.0,10.0,10.0,10.0,9.0
99.0,10.0,10.0,10.0,10.0,9.0,9.0
95.0,9.0,9.0,9.0,10.0,10.0,9.0
82.0,8.0,8.0,9.0,9.0,9.0,8.0
88.0,9.0,10.0,9.0,9.0,10.0,9.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
91.0,9.0,9.0,10.0,10.0,10.0,9.0
95.0,10.0,9.0,10.0,10.0,10.0,10.0
93.0,10.0,9.0,10.0,10.0,10.0,9.0
97.0,10.0,9.0,10.0,10.0,10.0,9.0
93.0,9.0,9.0,10.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,8.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,9.0,10.0,10.0,10.0,10.0
80.0,10.0,8.0,8.0,10.0,10.0,8.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,10.0,10.0,10.0,10.0,10.0,10.0
84.0,8.0,8.0,9.0,9.0,10.0,8.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
90.0,9.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,8.0,8.0,10.0,10.0,10.0,8.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
93.0,9.0,9.0,10.0,10.0,9.0,9.0
60.0,8.0,8.0,10.0,6.0,8.0,8.0
92.0,10.0,9.0,9.0,10.0,10.0,9.0
90.0,9.0,9.0,9.0,10.0,9.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
94.0,10.0,9.0,10.0,10.0,10.0,10.0
95.0,10.0,9.0,10.0,10.0,10.0,10.0
89.0,9.0,8.0,10.0,10.0,10.0,9.0
80.0,8.0,8.0,10.0,10.0,10.0,8.0
93.0,10.0,9.0,10.0,10.0,10.0,10.0
89.0,9.0,8.0,9.0,9.0,9.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
95.0,10.0,10.0,10.0,10.0,10.0,9.0
96.0,10.0,9.0,10.0,10.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,9.0
95.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
80.0,10.0,10.0,10.0,10.0,8.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
89.0,9.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,9.0,10.0,10.0,10.0,9.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
91.0,9.0,9.0,9.0,10.0,9.0,9.0
95.0,10.0,9.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,10.0,10.0,10.0,10.0,10.0
87.0,9.0,9.0,9.0,9.0,10.0,9.0
91.0,9.0,9.0,10.0,10.0,10.0,9.0
89.0,9.0,10.0,9.0,9.0,10.0,9.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,9.0,8.0,10.0,10.0,10.0,7.0
96.0,10.0,9.0,10.0,10.0,9.0,9.0
94.0,10.0,10.0,10.0,10.0,10.0,9.0
96.0,10.0,9.0,10.0,10.0,10.0,10.0
93.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,9.0,9.0,10.0,9.0
96.0,9.0,10.0,10.0,10.0,10.0,9.0
95.0,10.0,7.0,10.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
95.0,10.0,10.0,9.0,10.0,10.0,9.0
95.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,9.0,9.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,9.0,10.0
88.0,9.0,9.0,9.0,9.0,9.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
90.0,9.0,8.0,9.0,9.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,9.0,10.0,9.0,8.0,9.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,9.0,10.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
92.0,9.0,9.0,10.0,10.0,9.0,9.0
87.0,10.0,9.0,10.0,10.0,10.0,8.0
96.0,9.0,9.0,9.0,10.0,10.0,9.0
93.0,9.0,9.0,10.0,10.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,9.0,9.0,10.0,10.0,10.0,10.0
93.0,9.0,10.0,10.0,10.0,9.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,9.0,10.0
92.0,9.0,8.0,10.0,10.0,9.0,9.0
80.0,8.0,4.0,8.0,10.0,10.0,8.0
94.0,10.0,9.0,10.0,10.0,10.0,9.0
89.0,10.0,8.0,9.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,9.0,10.0,9.0
81.0,8.0,8.0,9.0,9.0,10.0,8.0
80.0,8.0,5.0,7.0,8.0,8.0,8.0
97.0,10.0,9.0,9.0,10.0,10.0,9.0
98.0,10.0,9.0,10.0,10.0,10.0,10.0
93.0,8.0,9.0,9.0,10.0,9.0,8.0
94.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
93.0,9.0,9.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
80.0,9.0,7.0,9.0,9.0,7.0,7.0
98.0,10.0,10.0,10.0,10.0,9.0,10.0
84.0,9.0,8.0,9.0,9.0,10.0,8.0
94.0,10.0,9.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,9.0,9.0,10.0
94.0,9.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,9.0,9.0,10.0,9.0,10.0,9.0
80.0,6.0,8.0,8.0,10.0,8.0,8.0
80.0,10.0,7.0,10.0,10.0,10.0,9.0
94.0,10.0,10.0,9.0,10.0,10.0,9.0
96.0,10.0,9.0,10.0,10.0,10.0,10.0
96.0,10.0,9.0,10.0,10.0,9.0,9.0
88.0,9.0,9.0,10.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,9.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,9.0
94.0,9.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,10.0,10.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
95.0,10.0,10.0,10.0,10.0,10.0,10.0
94.0,10.0,9.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,10.0,9.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,9.0,10.0
92.0,10.0,10.0,10.0,10.0,10.0,9.0
98.0,10.0,10.0,10.0,10.0,10.0,10.0
92.0,10.0,9.0,10.0,10.0,10.0,9.0
92.0,10.0,10.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,9.0,9.0,10.0,9.0,9.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
91.0,10.0,9.0,10.0,10.0,10.0,9.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,10.0,9.0,10.0,10.0,10.0,10.0
89.0,9.0,7.0,10.0,10.0,10.0,8.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
98.0,10.0,10.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,9.0
97.0,10.0,8.0,10.0,9.0,10.0,10.0
90.0,9.0,9.0,10.0,9.0,9.0,9.0
94.0,10.0,9.0,10.0,10.0,9.0,8.0
80.0,4.0,8.0,8.0,10.0,10.0,8.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,9.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
99.0,10.0,10.0,10.0,10.0,10.0,10.0
100.0,10.0,10.0,10.0,10.0,10.0,10.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
93.0,10.0,9.0,10.0,10.0,10.0,9.0
96.0,9.0,10.0,10.0,10.0,10.0,9.0
94.0,10.0,9.0,10.0,10.0,9.0,9.0
80.0,8.0,7.0,9.0,9.0,9.0,8.0
97.0,10.0,10.0,9.0,10.0,10.0,9.0
98.0,9.0,10.0,10.0,10.0,10.0,10.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
92.0,10.0,9.0,10.0,10.0,10.0,9.0
94.0,9.0,9.0,10.0,10.0,10.0,9.0
97.0,10.0,10.0,10.0,10.0,10.0,10.0
85.0,9.0,7.0,9.0,10.0,9.0,9.0
96.0,10.0,10.0,10.0,10.0,10.0,10.0
95.0,10.0,10.0,10.0,10.0,10.0,10.0
